Order_ID,Order_Date,Customer_ID,Customer_Segment,Age,Gender,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Shipping_Cost,Payment_Method,Delivery_Days,Order_Status,Customer_Rating,Cost,Revenue,Profit
ORD-50316,2023-09-27 15:00:00,UID-770,Standard,46,Male,East,PRD-BEA-98,Perfume,Beauty,3,80,0.08,0.0,Credit Card,14,Delivered,2.9,25,220.8,145.8
ORD-50317,2023-04-05 01:00:00,UID-727,Standard,58,Female,North,PRD-TEC-86,Smart Watch,Tech Accessories,3,150,0.08,0.0,PayPal,4,Delivered,4.0,75,414.0,189.0
ORD-50318,2023-02-16 08:00:00,UID-272,Premium,68,Male,North,PRD-TEC-11,Bluetooth Speaker,Tech Accessories,5,60,0.23,0.0,Bank Transfer,12,Delivered,3.4,30,231.0,81.0
ORD-50319,2023-05-17 23:00:00,UID-341,Premium,43,Male,East,PRD-BEA-29,Moisturizer,Beauty,3,25,0.12,19.04,Bank Transfer,14,Delivered,2.4,6,66.0,28.96
ORD-50320,2023-07-05 16:00:00,UID-690,Premium,55,Female,South,PRD-HOM-94,Table Lamp,Home & Garden,3,45,0.36,15.67,PayPal,9,Delivered,3.0,20,86.4,10.73
ORD-50321,2023-05-16 02:00:00,UID-910,Standard,32,Female,West,PRD-TEC-46,Smart Watch,Tech Accessories,4,150,0.09,0.0,Credit Card,8,Returned,2.4,75,546.0,246.0
ORD-50322,2023-05-08 03:00:00,UID-798,Occasional,55,Male,North,PRD-SPO-41,Resistance Bands,Sports,4,15,0.0,20.28,PayPal,6,Delivered,3.5,5,60.0,19.72
ORD-50323,2023-10-01 09:00:00,UID-781,Occasional,41,Female,South,PRD-HOM-29,Vacuum Cleaner,Home & Garden,2,200,0.06,0.0,Bank Transfer,7,Delivered,4.8,100,376.0,176.0
ORD-50324,2023-02-22 21:00:00,UID-160,Standard,31,Female,North,PRD-TEC-70,Phone Case,Tech Accessories,1,20,0.14,23.53,PayPal,4,Delivered,4.5,5,17.2,-11.33
ORD-50325,2023-01-03 16:00:00,UID-986,Standard,67,Male,West,PRD-SPO-97,Dumbbells,Sports,3,40,0.06,0.0,Credit Card,9,Delivered,4.2,20,112.8,52.8
ORD-50326,2023-09-06 18:00:00,UID-293,Occasional,70,Male,North,PRD-BEA-42,Face Serum,Beauty,1,30,0.06,17.4,Credit Card,8,Delivered,4.0,8,28.2,2.8
ORD-50327,2023-01-08 14:00:00,UID-464,Premium,61,Male,North,PRD-BEA-80,Moisturizer,Beauty,4,25,0.15,13.37,Credit Card,8,Delivered,3.3,6,85.0,47.63
ORD-50328,2023-12-22 09:00:00,UID-864,Standard,66,Female,South,PRD-SPO-10,Yoga Mat,Sports,3,25,0.38,11.17,Credit Card,1,Delivered,4.1,10,46.5,5.33
ORD-50329,2023-01-28 05:00:00,UID-626,Standard,66,Female,East,PRD-BEA-43,Face Serum,Beauty,1,30,0.1,19.05,Credit Card,4,Delivered,4.8,8,27.0,-0.05
ORD-50330,2023-07-27 20:00:00,UID-737,Premium,51,Female,North,PRD-HOM-59,Bed Sheets,Home & Garden,5,50,0.22,0.0,Credit Card,7,Delivered,3.6,20,195.0,95.0
ORD-50331,2023-04-02 01:00:00,UID-618,Standard,55,Female,East,PRD-HOM-72,Table Lamp,Home & Garden,2,45,0.14,19.94,Crypto,2,Delivered,3.7,20,77.4,17.46
ORD-50332,2023-04-03 09:00:00,UID-606,Standard,43,Female,East,PRD-TEC-25,Smart Watch,Tech Accessories,3,150,0.13,0.0,Credit Card,2,Delivered,4.0,75,391.5,166.5
ORD-50333,2023-04-07 18:00:00,UID-563,Premium,59,Female,North,PRD-SPO-98,Resistance Bands,Sports,3,15,0.2,10.86,Credit Card,4,Delivered,3.7,5,36.0,10.14
ORD-50334,2023-12-08 19:00:00,UID-764,Premium,49,Female,South,PRD-HOM-14,Indoor Plant,Home & Garden,4,25,0.28,6.72,PayPal,11,Delivered,3.1,10,72.0,25.28
ORD-50335,2023-02-24 23:00:00,UID-412,Standard,47,Male,East,PRD-HOM-55,Indoor Plant,Home & Garden,3,25,0.1,24.23,Credit Card,11,Delivered,3.7,10,67.5,13.27
ORD-50336,2023-10-06 21:00:00,UID-590,Occasional,26,Female,North,PRD-BEA-37,Perfume,Beauty,1,80,0.04,7.7,Credit Card,7,Delivered,4.9,25,76.8,44.1
ORD-50337,2023-05-22 06:00:00,UID-235,Occasional,48,Male,South,PRD-HOM-18,Vacuum Cleaner,Home & Garden,3,200,0.31,0.0,Crypto,4,Delivered,4.6,100,414.0,114.0
ORD-50338,2023-03-16 18:00:00,UID-487,Standard,45,Female,East,PRD-HOM-77,Indoor Plant,Home & Garden,3,25,0.08,22.09,Crypto,8,Delivered,4.4,10,69.0,16.91
ORD-50339,2023-03-03 14:00:00,UID-640,Standard,44,Female,West,PRD-HOM-66,Vacuum Cleaner,Home & Garden,3,200,0.12,0.0,Credit Card,10,Delivered,3.2,100,528.0,228.0
ORD-50340,2023-10-10 01:00:00,UID-592,Standard,63,Female,West,PRD-HOM-18,Table Lamp,Home & Garden,3,45,0.09,0.0,PayPal,9,Delivered,3.2,20,122.85,62.85
ORD-50341,2023-10-27 17:00:00,UID-478,Standard,32,Female,South,PRD-SPO-34,Resistance Bands,Sports,1,15,0.34,18.12,Credit Card,8,Delivered,3.3,5,9.9,-13.22
ORD-50342,2023-02-20 19:00:00,UID-459,Standard,49,Male,North,PRD-SPO-93,Dumbbells,Sports,1,40,0.11,13.85,Credit Card,5,Shipped,3.7,20,35.6,1.75
ORD-50343,2023-03-18 10:00:00,UID-575,Standard,42,Male,South,PRD-BEA-47,Moisturizer,Beauty,2,25,0.3,22.17,Credit Card,4,Delivered,4.8,6,35.0,0.83
ORD-50344,2023-10-09 10:00:00,UID-882,Standard,68,Female,West,PRD-TEC-27,Bluetooth Speaker,Tech Accessories,1,60,0.14,16.54,PayPal,6,Shipped,3.8,30,51.6,5.06
ORD-50345,2023-11-12 09:00:00,UID-732,Premium,69,Male,North,PRD-SPO-68,Dumbbells,Sports,5,40,0.24,0.0,Credit Card,13,Delivered,4.2,20,152.0,52.0
ORD-50346,2023-08-01 16:00:00,UID-664,Occasional,29,Female,West,PRD-TEC-33,Wireless Charger,Tech Accessories,2,35,0.0,14.24,Credit Card,14,Delivered,3.7,15,70.0,25.76
ORD-50347,2023-06-10 15:00:00,UID-600,Standard,19,Female,North,PRD-TEC-48,Bluetooth Speaker,Tech Accessories,1,60,0.11,14.56,Credit Card,1,Delivered,4.9,30,53.4,8.84
ORD-50348,2023-09-16 01:00:00,UID-221,Standard,27,Male,West,PRD-HOM-76,Table Lamp,Home & Garden,1,45,0.05,5.76,Bank Transfer,11,Delivered,2.9,20,42.75,16.99
ORD-50349,2023-05-30 14:00:00,UID-895,Occasional,39,Male,North,PRD-TEC-58,Phone Case,Tech Accessories,1,20,0.0,5.44,Credit Card,2,Delivered,3.6,5,20.0,9.56
ORD-50350,2023-05-31 23:00:00,UID-897,Standard,28,Male,South,PRD-TEC-92,Bluetooth Speaker,Tech Accessories,1,60,0.29,17.84,Credit Card,8,Delivered,2.6,30,42.6,-5.24
ORD-50351,2023-07-14 07:00:00,UID-803,Premium,46,Female,East,PRD-SPO-67,Resistance Bands,Sports,3,15,0.21,5.52,Bank Transfer,1,Delivered,3.6,5,35.55,15.03
ORD-50352,2023-03-01 16:00:00,UID-574,Occasional,41,Female,East,PRD-HOM-49,Vacuum Cleaner,Home & Garden,1,200,0.0,0.0,PayPal,12,Delivered,3.3,100,200.0,100.0
ORD-50353,2023-11-19 20:00:00,UID-884,Premium,29,Female,North,PRD-HOM-99,Indoor Plant,Home & Garden,5,25,0.24,8.52,Credit Card,2,Delivered,3.9,10,95.0,36.48
ORD-50354,2023-09-08 04:00:00,UID-933,Occasional,24,Female,East,PRD-TEC-14,Smart Watch,Tech Accessories,2,150,0.04,0.0,Bank Transfer,8,Returned,1.9,75,288.0,138.0
ORD-50355,2023-02-24 22:00:00,UID-297,Standard,32,Male,North,PRD-SPO-11,Resistance Bands,Sports,1,15,0.15,16.15,Crypto,6,Delivered,4.8,5,12.75,-8.4
ORD-50356,2023-06-09 09:00:00,UID-458,Standard,51,Female,West,PRD-SPO-90,Dumbbells,Sports,3,40,0.12,0.0,Credit Card,10,Returned,2.0,20,105.6,45.6
ORD-50357,2023-04-16 05:00:00,UID-581,Standard,48,Female,East,PRD-SPO-96,Treadmill,Sports,1,500,0.12,0.0,PayPal,4,Delivered,3.6,300,440.0,140.0
ORD-50358,2023-09-20 05:00:00,UID-174,Standard,34,Male,East,PRD-SPO-24,Resistance Bands,Sports,1,15,0.13,22.92,Credit Card,9,Delivered,3.4,5,13.05,-14.87
ORD-50359,2023-03-13 14:00:00,UID-948,Standard,56,Female,South,PRD-TEC-89,Wireless Charger,Tech Accessories,4,35,0.26,0.0,Credit Card,6,Delivered,4.8,15,103.6,43.6
ORD-50360,2023-03-04 07:00:00,UID-253,Occasional,42,Female,East,PRD-TEC-68,Phone Case,Tech Accessories,2,20,0.02,19.29,Bank Transfer,1,Delivered,4.5,5,39.2,9.91
ORD-50361,2023-01-14 04:00:00,UID-764,Occasional,26,Female,South,PRD-BEA-54,Face Serum,Beauty,3,30,0.37,14.14,Crypto,6,Delivered,3.6,8,56.7,18.56
ORD-50362,2023-02-07 09:00:00,UID-948,Standard,28,Female,North,PRD-BEA-41,Face Serum,Beauty,3,30,0.07,21.2,PayPal,12,Shipped,2.2,8,83.7,38.5
ORD-50363,2023-01-01 18:00:00,UID-780,Standard,31,Female,West,PRD-TEC-13,Smart Watch,Tech Accessories,3,150,0.09,0.0,Bank Transfer,5,Delivered,4.7,75,409.5,184.5
ORD-50364,2023-10-12 06:00:00,UID-528,Standard,63,Female,West,PRD-SPO-18,Treadmill,Sports,3,500,0.14,0.0,PayPal,8,Returned,1.0,300,1290.0,390.0
ORD-50365,2023-12-01 11:00:00,UID-253,Occasional,55,Male,North,PRD-SPO-70,Treadmill,Sports,2,500,0.06,0.0,Credit Card,4,Delivered,3.8,300,940.0,340.0
ORD-50366,2023-08-12 11:00:00,UID-279,Occasional,65,Female,North,PRD-TEC-98,Phone Case,Tech Accessories,2,20,0.0,18.83,PayPal,1,Delivered,4.8,5,40.0,11.17
ORD-50367,2023-12-19 09:00:00,UID-922,Standard,64,Male,East,PRD-HOM-42,Vacuum Cleaner,Home & Garden,4,200,0.13,0.0,PayPal,12,Delivered,2.8,100,696.0,296.0
ORD-50368,2023-03-05 23:00:00,UID-709,Occasional,66,Male,South,PRD-HOM-86,Table Lamp,Home & Garden,3,45,0.08,0.0,Credit Card,2,Delivered,3.7,20,124.2,64.2
ORD-50369,2023-12-15 16:00:00,UID-475,Standard,41,Male,South,PRD-HOM-59,Indoor Plant,Home & Garden,1,25,0.11,17.32,PayPal,3,Delivered,4.3,10,22.25,-5.07
ORD-50370,2023-11-28 14:00:00,UID-682,Occasional,55,Female,East,PRD-BEA-25,Perfume,Beauty,4,80,0.0,0.0,Credit Card,1,Delivered,4.7,25,320.0,220.0
ORD-50371,2023-06-01 09:00:00,UID-292,Premium,26,Male,North,PRD-BEA-56,Perfume,Beauty,6,80,0.19,0.0,Bank Transfer,1,Shipped,4.4,25,388.8,238.8
ORD-50372,2023-07-03 06:00:00,UID-445,Occasional,31,Female,South,PRD-TEC-81,Smart Watch,Tech Accessories,3,150,0.33,0.0,Credit Card,12,Delivered,2.4,75,301.5,76.5
ORD-50373,2023-07-04 11:00:00,UID-854,Occasional,68,Female,North,PRD-HOM-56,Table Lamp,Home & Garden,2,45,0.08,5.89,Crypto,12,Returned,1.1,20,82.8,36.91
ORD-50374,2023-04-10 14:00:00,UID-614,Standard,50,Male,East,PRD-TEC-60,Smart Watch,Tech Accessories,3,150,0.13,0.0,Bank Transfer,6,Delivered,3.6,75,391.5,166.5
ORD-50375,2023-09-07 06:00:00,UID-238,Occasional,54,Male,South,PRD-BEA-94,Makeup Set,Beauty,2,40,0.36,9.55,Credit Card,7,Delivered,4.0,12,51.2,17.65
ORD-50376,2023-10-08 20:00:00,UID-175,Occasional,62,Male,South,PRD-HOM-38,Vacuum Cleaner,Home & Garden,1,200,0.37,0.0,Credit Card,9,Delivered,3.2,100,126.0,26.0
ORD-50377,2023-12-01 17:00:00,UID-523,Standard,34,Female,South,PRD-HOM-49,Vacuum Cleaner,Home & Garden,2,200,0.25,0.0,Crypto,10,Delivered,3.6,100,300.0,100.0
ORD-50378,2023-07-07 02:00:00,UID-959,Standard,59,Female,South,PRD-SPO-43,Yoga Mat,Sports,3,25,0.36,21.69,Credit Card,4,Delivered,3.6,10,48.0,-3.69
ORD-50379,2023-07-15 11:00:00,UID-355,Premium,49,Male,East,PRD-TEC-68,Wireless Charger,Tech Accessories,5,35,0.18,0.0,PayPal,5,Returned,1.7,15,143.5,68.5
ORD-50380,2023-04-08 08:00:00,UID-941,Premium,24,Female,West,PRD-BEA-94,Face Serum,Beauty,5,30,0.11,0.0,Credit Card,8,Delivered,2.8,8,133.5,93.5
ORD-50381,2023-12-13 20:00:00,UID-717,Standard,18,Male,North,PRD-SPO-53,Resistance Bands,Sports,1,15,0.14,24.12,Crypto,6,Delivered,3.7,5,12.9,-16.22
ORD-50382,2023-03-23 14:00:00,UID-124,Standard,22,Male,East,PRD-TEC-55,Phone Case,Tech Accessories,3,20,0.12,12.38,Credit Card,4,Delivered,3.6,5,52.8,25.42
ORD-50383,2023-06-10 19:00:00,UID-285,Standard,21,Female,West,PRD-HOM-77,Vacuum Cleaner,Home & Garden,1,200,0.05,0.0,Credit Card,9,Delivered,2.5,100,190.0,90.0
ORD-50384,2023-02-14 22:00:00,UID-102,Premium,58,Male,North,PRD-BEA-58,Perfume,Beauty,5,80,0.22,0.0,PayPal,6,Delivered,3.8,25,312.0,187.0
ORD-50385,2023-09-09 06:00:00,UID-312,Standard,39,Male,West,PRD-TEC-89,Smart Watch,Tech Accessories,3,150,0.07,0.0,PayPal,8,Delivered,2.5,75,418.5,193.5
ORD-50386,2023-08-28 10:00:00,UID-721,Occasional,33,Male,West,PRD-BEA-63,Perfume,Beauty,2,80,0.02,0.0,Credit Card,5,Delivered,4.7,25,156.8,106.8
ORD-50387,2023-07-01 16:00:00,UID-406,Occasional,20,Female,South,PRD-SPO-14,Treadmill,Sports,1,500,0.03,0.0,Credit Card,5,Delivered,3.7,300,485.0,185.0
ORD-50388,2023-08-22 01:00:00,UID-784,Occasional,68,Male,North,PRD-TEC-72,Bluetooth Speaker,Tech Accessories,4,60,0.0,0.0,Credit Card,3,Delivered,4.4,30,240.0,120.0
ORD-50389,2023-12-20 23:00:00,UID-428,Standard,66,Female,East,PRD-SPO-88,Treadmill,Sports,3,500,0.06,0.0,Credit Card,11,Shipped,3.5,300,1410.0,510.0
ORD-50390,2023-06-18 21:00:00,UID-393,Standard,24,Male,North,PRD-SPO-32,Treadmill,Sports,2,500,0.13,0.0,Crypto,11,Delivered,4.0,300,870.0,270.0
ORD-50391,2023-11-02 00:00:00,UID-954,Occasional,55,Female,West,PRD-SPO-80,Dumbbells,Sports,1,40,0.05,20.64,Credit Card,5,Delivered,4.4,20,38.0,-2.64
ORD-50392,2023-04-24 18:00:00,UID-141,Occasional,25,Female,East,PRD-TEC-41,Wireless Charger,Tech Accessories,3,35,0.05,23.3,PayPal,8,Returned,1.1,15,99.75,31.45
ORD-50393,2023-12-11 19:00:00,UID-812,Premium,65,Female,North,PRD-BEA-56,Makeup Set,Beauty,2,40,0.22,18.11,Credit Card,6,Delivered,4.3,12,62.4,20.29
ORD-50394,2023-10-21 10:00:00,UID-549,Standard,55,Female,West,PRD-HOM-20,Bed Sheets,Home & Garden,2,50,0.14,22.45,Credit Card,9,Delivered,3.4,20,86.0,23.55
ORD-50395,2023-03-09 19:00:00,UID-658,Standard,44,Female,South,PRD-HOM-53,Indoor Plant,Home & Garden,3,25,0.26,20.71,Credit Card,11,Delivered,2.9,10,55.5,4.79
ORD-50396,2023-09-23 16:00:00,UID-133,Standard,31,Female,South,PRD-HOM-52,Table Lamp,Home & Garden,3,45,0.38,19.93,Credit Card,7,Delivered,4.5,20,83.7,3.77
ORD-50397,2023-01-26 10:00:00,UID-426,Occasional,62,Male,East,PRD-HOM-19,Indoor Plant,Home & Garden,1,25,0.0,7.95,PayPal,3,Delivered,4.2,10,25.0,7.05
ORD-50398,2023-10-16 10:00:00,UID-227,Standard,25,Male,North,PRD-HOM-83,Bed Sheets,Home & Garden,4,50,0.15,0.0,Credit Card,12,Delivered,3.2,20,170.0,90.0
ORD-50399,2023-08-04 03:00:00,UID-465,Standard,53,Male,East,PRD-SPO-61,Yoga Mat,Sports,2,25,0.12,7.6,PayPal,3,Delivered,4.6,10,44.0,16.4
ORD-50400,2023-11-22 03:00:00,UID-304,Occasional,40,Male,South,PRD-BEA-81,Makeup Set,Beauty,1,40,0.35,11.49,PayPal,1,Delivered,4.1,12,26.0,2.51
ORD-50401,2023-05-08 02:00:00,UID-881,Standard,51,Male,South,PRD-BEA-32,Face Serum,Beauty,3,30,0.11,12.23,PayPal,7,Delivered,4.8,8,80.1,43.87
ORD-50402,2023-02-19 10:00:00,UID-190,Standard,60,Male,North,PRD-SPO-40,Treadmill,Sports,4,500,0.1,0.0,Credit Card,2,Shipped,3.6,300,1800.0,600.0
ORD-50403,2023-08-24 10:00:00,UID-483,Standard,46,Male,West,PRD-TEC-88,Bluetooth Speaker,Tech Accessories,4,60,0.12,0.0,Credit Card,8,Delivered,2.8,30,211.2,91.2
ORD-50404,2023-11-01 08:00:00,UID-681,Occasional,70,Male,West,PRD-HOM-66,Vacuum Cleaner,Home & Garden,4,200,0.01,0.0,Crypto,11,Delivered,3.1,100,792.0,392.0
ORD-50405,2023-08-15 01:00:00,UID-214,Standard,61,Female,North,PRD-BEA-14,Face Serum,Beauty,3,30,0.09,20.87,Credit Card,5,Delivered,3.6,8,81.9,37.03
ORD-50406,2023-05-24 07:00:00,UID-575,Standard,59,Male,East,PRD-HOM-97,Table Lamp,Home & Garden,3,45,0.14,0.0,PayPal,8,Delivered,3.0,20,116.1,56.1
ORD-50407,2023-01-25 05:00:00,UID-758,Standard,36,Male,West,PRD-BEA-54,Face Serum,Beauty,4,30,0.07,0.0,Credit Card,8,Delivered,4.0,8,111.6,79.6
ORD-50408,2023-12-08 15:00:00,UID-971,Standard,51,Male,North,PRD-HOM-52,Bed Sheets,Home & Garden,3,50,0.06,0.0,Credit Card,5,Delivered,4.5,20,141.0,81.0
ORD-50409,2023-10-05 09:00:00,UID-754,Premium,48,Male,North,PRD-TEC-88,Phone Case,Tech Accessories,4,20,0.15,20.35,Credit Card,3,Delivered,3.5,5,68.0,27.65
ORD-50410,2023-03-17 15:00:00,UID-855,Standard,33,Female,West,PRD-BEA-48,Moisturizer,Beauty,2,25,0.06,8.83,Bank Transfer,6,Delivered,3.5,6,47.0,26.17
ORD-50411,2023-05-25 17:00:00,UID-251,Standard,70,Male,North,PRD-BEA-79,Face Serum,Beauty,4,30,0.07,0.0,Credit Card,6,Shipped,3.9,8,111.6,79.6
ORD-50412,2023-07-15 09:00:00,UID-175,Premium,56,Female,South,PRD-SPO-99,Dumbbells,Sports,4,40,0.1,0.0,PayPal,7,Delivered,3.9,20,144.0,64.0
ORD-50413,2023-01-02 22:00:00,UID-779,Standard,65,Female,West,PRD-HOM-38,Indoor Plant,Home & Garden,4,25,0.07,5.14,Credit Card,8,Delivered,2.8,10,93.0,47.86
ORD-50414,2023-12-23 05:00:00,UID-171,Occasional,70,Female,West,PRD-HOM-42,Table Lamp,Home & Garden,1,45,0.0,24.46,Crypto,6,Delivered,3.9,20,45.0,0.54
ORD-50415,2023-07-09 13:00:00,UID-202,Standard,21,Male,South,PRD-HOM-93,Bed Sheets,Home & Garden,4,50,0.39,0.0,Credit Card,9,Delivered,4.2,20,122.0,42.0
ORD-50416,2023-10-29 07:00:00,UID-165,Standard,62,Male,South,PRD-TEC-52,Phone Case,Tech Accessories,1,20,0.05,6.07,Credit Card,11,Delivered,4.1,5,19.0,7.93
ORD-50417,2023-09-29 07:00:00,UID-930,Occasional,47,Female,East,PRD-HOM-46,Indoor Plant,Home & Garden,4,25,0.03,12.38,PayPal,8,Delivered,2.9,10,97.0,44.62
ORD-50418,2023-02-10 12:00:00,UID-318,Standard,26,Male,North,PRD-BEA-54,Perfume,Beauty,4,80,0.09,0.0,PayPal,9,Delivered,2.5,25,291.2,191.2
ORD-50419,2023-04-18 16:00:00,UID-535,Premium,63,Male,East,PRD-BEA-98,Face Serum,Beauty,6,30,0.15,0.0,Bank Transfer,5,Delivered,3.9,8,153.0,105.0
ORD-50420,2023-10-25 04:00:00,UID-731,Premium,21,Male,North,PRD-SPO-47,Yoga Mat,Sports,4,25,0.18,6.32,Bank Transfer,5,Delivered,3.7,10,82.0,35.68
ORD-50421,2023-07-23 02:00:00,UID-883,Standard,21,Female,South,PRD-HOM-34,Indoor Plant,Home & Garden,3,25,0.34,5.14,PayPal,6,Delivered,4.9,10,49.5,14.36
ORD-50422,2023-12-21 01:00:00,UID-398,Occasional,20,Female,South,PRD-HOM-81,Table Lamp,Home & Garden,4,45,0.37,0.0,Credit Card,10,Delivered,3.1,20,113.4,33.4
ORD-50423,2023-08-25 10:00:00,UID-979,Occasional,59,Female,North,PRD-SPO-81,Dumbbells,Sports,1,40,0.0,24.03,Credit Card,9,Delivered,2.1,20,40.0,-4.03
ORD-50424,2023-05-28 04:00:00,UID-581,Premium,55,Female,East,PRD-TEC-46,Bluetooth Speaker,Tech Accessories,2,60,0.24,23.75,PayPal,10,Delivered,2.6,30,91.2,7.45
ORD-50425,2023-05-17 11:00:00,UID-374,Standard,52,Male,North,PRD-BEA-38,Moisturizer,Beauty,4,25,0.11,5.34,PayPal,3,Delivered,4.9,6,89.0,59.66
ORD-50426,2023-05-14 18:00:00,UID-527,Standard,42,Male,North,PRD-BEA-17,Moisturizer,Beauty,1,25,0.08,10.86,Crypto,12,Delivered,3.8,6,23.0,6.14
ORD-50427,2023-01-15 05:00:00,UID-584,Occasional,42,Female,South,PRD-BEA-77,Makeup Set,Beauty,2,40,0.34,24.26,PayPal,6,Delivered,3.8,12,52.8,4.54
ORD-50428,2023-07-16 21:00:00,UID-897,Standard,54,Male,North,PRD-BEA-27,Perfume,Beauty,1,80,0.15,21.39,PayPal,8,Delivered,3.5,25,68.0,21.61
ORD-50429,2023-04-15 12:00:00,UID-384,Standard,56,Male,South,PRD-SPO-13,Yoga Mat,Sports,3,25,0.27,9.51,Credit Card,14,Returned,1.8,10,54.75,15.24
ORD-50430,2023-01-03 03:00:00,UID-541,Occasional,25,Male,North,PRD-SPO-67,Treadmill,Sports,3,500,0.02,0.0,PayPal,11,Delivered,3.6,300,1470.0,570.0
ORD-50431,2023-04-23 13:00:00,UID-116,Occasional,49,Male,South,PRD-SPO-30,Yoga Mat,Sports,2,25,0.06,21.37,Crypto,5,Delivered,5.0,10,47.0,5.63
ORD-50432,2023-08-09 12:00:00,UID-772,Premium,48,Male,North,PRD-TEC-37,Bluetooth Speaker,Tech Accessories,4,60,0.1,0.0,Credit Card,13,Delivered,3.4,30,216.0,96.0
ORD-50433,2023-01-13 15:00:00,UID-354,Standard,38,Male,North,PRD-SPO-81,Treadmill,Sports,1,500,0.07,0.0,PayPal,10,Delivered,3.2,300,465.0,165.0
ORD-50434,2023-01-22 08:00:00,UID-172,Premium,18,Male,North,PRD-BEA-77,Perfume,Beauty,4,80,0.19,0.0,Credit Card,14,Delivered,2.7,25,259.2,159.2
ORD-50435,2023-09-05 04:00:00,UID-612,Standard,49,Female,South,PRD-BEA-42,Perfume,Beauty,4,80,0.1,0.0,Credit Card,13,Delivered,3.0,25,288.0,188.0
ORD-50436,2023-01-03 18:00:00,UID-418,Standard,25,Female,North,PRD-BEA-73,Moisturizer,Beauty,4,25,0.07,18.54,Bank Transfer,6,Delivered,3.8,6,93.0,50.46
ORD-50437,2023-07-28 04:00:00,UID-936,Occasional,51,Male,North,PRD-HOM-56,Indoor Plant,Home & Garden,4,25,0.0,14.66,Credit Card,7,Delivered,4.5,10,100.0,45.34
ORD-50438,2023-04-23 17:00:00,UID-739,Premium,36,Female,East,PRD-HOM-46,Table Lamp,Home & Garden,4,45,0.23,0.0,Crypto,9,Returned,1.5,20,138.6,58.6
ORD-50439,2023-12-25 22:00:00,UID-745,Standard,54,Male,East,PRD-HOM-13,Table Lamp,Home & Garden,4,45,0.11,0.0,Credit Card,2,Delivered,3.8,20,160.2,80.2
ORD-50440,2023-09-11 22:00:00,UID-299,Occasional,39,Female,North,PRD-BEA-32,Moisturizer,Beauty,1,25,0.01,21.32,Crypto,12,Delivered,2.1,6,24.75,-2.57
ORD-50441,2023-11-09 21:00:00,UID-862,Standard,31,Female,East,PRD-SPO-76,Yoga Mat,Sports,3,25,0.15,6.37,Bank Transfer,13,Delivered,3.5,10,63.75,27.38
ORD-50442,2023-09-16 01:00:00,UID-867,Standard,61,Male,East,PRD-BEA-22,Perfume,Beauty,3,80,0.07,0.0,PayPal,12,Delivered,2.6,25,223.2,148.2
ORD-50443,2023-02-24 03:00:00,UID-780,Occasional,27,Female,West,PRD-TEC-81,Phone Case,Tech Accessories,2,20,0.0,8.15,Credit Card,9,Delivered,2.4,5,40.0,21.85
ORD-50444,2023-11-15 17:00:00,UID-850,Occasional,34,Male,South,PRD-SPO-64,Treadmill,Sports,2,500,0.07,0.0,Credit Card,13,Delivered,3.7,300,930.0,330.0
ORD-50445,2023-01-21 09:00:00,UID-182,Standard,49,Male,North,PRD-BEA-94,Moisturizer,Beauty,2,25,0.05,12.25,Credit Card,2,Delivered,3.6,6,47.5,23.25
ORD-50446,2023-01-07 09:00:00,UID-296,Standard,69,Female,South,PRD-SPO-85,Treadmill,Sports,2,500,0.14,0.0,Credit Card,5,Delivered,4.9,300,860.0,260.0
ORD-50447,2023-09-08 09:00:00,UID-120,Occasional,32,Female,South,PRD-SPO-72,Resistance Bands,Sports,1,15,0.27,15.9,PayPal,8,Delivered,3.3,5,10.95,-9.95
ORD-50448,2023-10-20 15:00:00,UID-293,Standard,19,Male,South,PRD-SPO-63,Resistance Bands,Sports,3,15,0.27,12.06,Bank Transfer,10,Delivered,4.2,5,32.85,5.79
ORD-50449,2023-06-13 18:00:00,UID-534,Standard,18,Male,West,PRD-TEC-53,Phone Case,Tech Accessories,2,20,0.11,6.75,Crypto,6,Delivered,3.8,5,35.6,18.85
ORD-50450,2023-02-18 20:00:00,UID-669,Standard,29,Male,East,PRD-TEC-69,Phone Case,Tech Accessories,3,20,0.06,20.3,PayPal,2,Delivered,4.1,5,56.4,21.1
ORD-50451,2023-11-24 03:00:00,UID-974,Occasional,59,Male,South,PRD-TEC-67,Phone Case,Tech Accessories,4,20,0.08,23.17,Credit Card,5,Returned,1.7,5,73.6,30.43
ORD-50452,2023-10-15 12:00:00,UID-164,Standard,39,Male,West,PRD-SPO-23,Dumbbells,Sports,2,40,0.09,22.46,Credit Card,10,Delivered,3.8,20,72.8,10.34
ORD-50453,2023-02-15 06:00:00,UID-505,Standard,63,Male,West,PRD-SPO-82,Yoga Mat,Sports,2,25,0.09,21.94,Credit Card,6,Returned,1.3,10,45.5,3.56
ORD-50454,2023-01-21 01:00:00,UID-511,Standard,25,Female,West,PRD-HOM-23,Vacuum Cleaner,Home & Garden,3,200,0.05,0.0,Credit Card,6,Delivered,4.9,100,570.0,270.0
ORD-50455,2023-07-17 07:00:00,UID-378,Standard,54,Female,West,PRD-HOM-93,Vacuum Cleaner,Home & Garden,4,200,0.05,0.0,Credit Card,9,Delivered,2.4,100,760.0,360.0
